"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"30.12.2025","299,90","300,50","300,99","299,08","19,99M","0,07%"
"29.12.2025","299,70","302,66","306,20","298,50","56,87M","-0,94%"
"28.12.2025","302,55","302,66","302,83","301,40","4,94M","-0,03%"
"27.12.2025","302,63","302,66","303,18","302,52","1,83M","0,04%"
"26.12.2025","302,51","300,26","302,60","300,02","24,76M","0,75%"
"25.12.2025","300,26","302,31","302,72","300,07","11,66M","-0,59%"
"24.12.2025","302,03","300,66","303,15","299,32","20,63M","0,46%"
"23.12.2025","300,65","298,03","301,68","297,32","18,48M","0,98%"
"22.12.2025","297,72","300,01","300,65","296,84","27,84M","-0,73%"
"21.12.2025","299,92","300,01","300,49","299,64","4,24M","-0,11%"
"20.12.2025","300,26","300,01","300,64","299,92","1,74M","0,13%"
"19.12.2025","299,87","302,30","303,25","298,51","51,75M","-0,69%"
"18.12.2025","301,96","303,38","304,27","300,47","38,43M","-0,51%"
"17.12.2025","303,50","304,79","305,88","301,78","30,32M","-0,42%"
"16.12.2025","304,78","305,07","306,20","303,53","24,82M","-0,10%"
"15.12.2025","305,08","304,32","305,80","303,07","30,96M","0,23%"
"14.12.2025","304,39","304,32","304,94","304,07","3,59M","-0,12%"
"13.12.2025","304,77","304,32","305,25","304,32","2,03M","0,30%"
"12.12.2025","303,86","307,21","307,92","303,61","31,81M","-1,08%"
"11.12.2025","307,19","306,84","309,41","305,20","44,06M","0,15%"
"10.12.2025","306,73","307,00","307,68","306,00","14,60M","0,11%"
"09.12.2025","306,39","305,00","307,70","304,50","22,99M","0,47%"
"08.12.2025","304,95","307,53","308,48","304,20","27,63M","-0,74%"
"05.12.2025","307,22","301,76","307,92","301,66","34,20M","1,81%"
"04.12.2025","301,76","303,25","304,58","301,40","16,62M","-0,36%"
"03.12.2025","302,85","301,10","303,76","299,10","28,90M","-0,30%"
"02.12.2025","303,77","305,60","305,92","301,46","19,88M","-0,47%"
"01.12.2025","305,20","304,32","306,48","303,01","23,74M","-0,01%"
"30.11.2025","305,23","304,32","305,42","303,72","2,95M","0,44%"
"29.11.2025","303,88","304,32","304,78","303,78","967,80K","-0,10%"
"28.11.2025","304,17","300,86","305,26","299,05","24,86M","1,55%"
"27.11.2025","299,53","305,47","306,25","297,33","34,52M","-1,78%"
"26.11.2025","304,96","306,48","306,87","304,00","12,94M","-0,53%"
"25.11.2025","306,60","306,00","307,97","303,00","29,43M","0,24%"
"24.11.2025","305,87","308,67","309,95","303,70","26,54M","-0,27%"
"21.11.2025","306,70","308,50","309,23","304,22","32,34M","-0,39%"
"20.11.2025","307,89","304,76","308,88","301,78","42,35M","1,03%"
"19.11.2025","304,75","300,00","309,90","298,66","60,13M","1,77%"
"18.11.2025","299,44","294,68","302,86","293,33","47,26M","1,62%"
"17.11.2025","294,68","297,44","297,89","293,64","22,56M","-0,78%"
"16.11.2025","297,00","297,44","297,20","296,66","1,19M","-0,06%"
"15.11.2025","297,17","297,44","297,79","296,82","665,26K","-0,09%"
"14.11.2025","297,44","299,09","299,70","295,50","19,66M","-0,55%"
"13.11.2025","299,09","299,00","301,53","297,67","16,85M","0,00%"
"12.11.2025","299,09","301,15","301,89","296,81","24,33M","-0,67%"
"11.11.2025","301,12","300,86","301,87","298,06","21,49M","0,22%"
"10.11.2025","300,46","297,27","302,79","296,70","42,98M","0,84%"
"09.11.2025","297,97","297,27","298,34","297,59","3,80M","0,01%"
"08.11.2025","297,93","297,27","298,44","296,70","3,20M","0,37%"
"07.11.2025","296,84","293,50","298,09","292,52","22,07M","0,87%"
"06.11.2025","294,27","295,73","296,93","292,01","24,03M","-0,48%"
"05.11.2025","295,70","297,64","298,82","293,88","33,74M","-0,79%"
"03.11.2025","298,04","294,19","300,00","294,19","17,97M","1,48%"
"01.11.2025","293,70","292,00","294,42","290,35","12,82M","0,62%"
"31.10.2025","291,89","296,04","297,97","290,00","31,68M","-1,43%"
"30.10.2025","296,12","290,49","298,00","289,13","37,77M","1,93%"
"29.10.2025","290,50","290,45","291,51","288,15","21,78M","0,36%"
"28.10.2025","289,46","283,22","290,70","281,00","36,97M","2,22%"
"27.10.2025","283,17","287,47","287,99","282,46","35,16M","-1,52%"
"24.10.2025","287,55","292,17","294,93","286,30","47,90M","-1,46%"
"23.10.2025","291,80","286,93","291,98","285,21","39,23M","0,61%"
"22.10.2025","290,02","295,52","295,77","286,76","43,16M","-1,84%"
"21.10.2025","295,47","304,10","304,43","290,50","70,65M","-2,81%"
"20.10.2025","304,00","301,30","306,15","301,30","34,81M","0,32%"
"19.10.2025","303,03","301,30","304,85","302,24","10,14M","-0,38%"
"18.10.2025","304,18","301,30","304,73","301,30","6,84M","1,09%"
"17.10.2025","300,91","303,23","305,00","299,76","45,29M","-0,66%"
"16.10.2025","302,91","283,90","304,00","282,40","94,01M","6,76%"
"15.10.2025","283,74","283,93","285,39","282,00","22,41M","0,16%"
"14.10.2025","283,30","285,50","286,99","282,05","22,30M","-0,73%"
"13.10.2025","285,39","284,40","288,75","282,22","37,26M","-0,50%"
"12.10.2025","286,81","284,40","286,81","285,05","4,05M","0,58%"
"11.10.2025","285,16","284,40","285,25","283,45","2,39M","0,01%"
"10.10.2025","285,12","289,90","289,95","284,10","34,17M","-1,47%"
"09.10.2025","289,37","282,80","290,45","278,75","76,18M","2,65%"
"08.10.2025","281,90","293,93","295,00","278,00","75,22M","-4,08%"
"07.10.2025","293,89","290,00","295,87","288,75","37,89M","1,15%"
"06.10.2025","290,56","283,00","291,17","279,14","44,56M","3,04%"
"05.10.2025","281,99","283,00","282,10","279,15","8,08M","0,57%"
"04.10.2025","280,40","283,00","283,00","279,45","5,63M","-0,89%"
"03.10.2025","282,91","285,75","287,32","282,58","17,10M","-0,81%"
"02.10.2025","285,22","286,40","287,15","282,80","28,02M","-0,41%"
"01.10.2025","286,40","288,88","290,39","285,11","22,90M","-0,68%"
"30.09.2025","288,36","287,67","289,88","285,24","29,38M","0,27%"
"29.09.2025","287,57","291,03","295,50","286,50","36,27M","-1,21%"
"28.09.2025","291,08","291,03","291,85","291,00","1,32M","-0,21%"
"27.09.2025","291,69","291,03","292,00","291,03","723,04K","0,12%"
"26.09.2025","291,33","290,20","292,79","288,52","22,64M","0,49%"
"25.09.2025","289,90","293,87","294,89","289,50","21,00M","-1,16%"
"24.09.2025","293,31","291,80","296,64","288,40","47,85M","0,59%"
"23.09.2025","291,60","298,26","300,11","290,39","33,99M","-2,16%"
"22.09.2025","298,05","295,86","299,30","292,16","41,18M","1,09%"
"19.09.2025","294,84","301,60","303,80","294,61","38,92M","-2,27%"
"18.09.2025","301,68","304,80","305,05","300,66","27,54M","-0,93%"
"17.09.2025","304,50","301,80","305,92","299,80","31,42M","0,89%"
"16.09.2025","301,80","303,00","304,20","299,70","26,11M","-0,22%"
"15.09.2025","302,48","303,61","304,75","300,71","24,79M","-0,49%"
"14.09.2025","303,97","303,61","304,24","302,73","2,85M","0,37%"
"13.09.2025","302,84","303,61","303,80","302,66","1,28M","-0,22%"
"12.09.2025","303,50","307,50","308,72","302,53","39,32M","-1,18%"
"11.09.2025","307,11","309,76","310,77","305,80","29,44M","-0,86%"
"10.09.2025","309,76","313,65","313,65","309,00","19,29M","-1,05%"
"09.09.2025","313,06","313,00","314,25","311,62","17,12M","0,07%"
"08.09.2025","312,83","310,50","313,26","310,10","18,35M","0,69%"
"07.09.2025","310,69","310,50","310,98","310,13","1,39M","0,18%"
"06.09.2025","310,13","310,50","310,89","310,10","654,61K","-0,12%"
"05.09.2025","310,50","309,10","311,16","308,80","11,65M","0,57%"
"04.09.2025","308,74","309,60","310,80","307,50","12,85M","-0,24%"
"03.09.2025","309,49","308,45","309,68","307,21","10,48M","0,34%"
"02.09.2025","308,44","309,20","310,10","307,05","17,41M","-0,25%"
"01.09.2025","309,20","309,99","312,50","308,82","12,92M","-0,58%"
"31.08.2025","310,99","309,99","311,24","309,92","1,87M","0,35%"
"30.08.2025","309,92","309,99","310,54","309,71","780,76K","-0,04%"
"29.08.2025","310,04","311,18","311,82","308,95","14,86M","-0,25%"
"28.08.2025","310,82","313,03","314,50","310,12","20,31M","-0,63%"
"27.08.2025","312,78","312,00","313,78","311,06","11,69M","0,32%"
"26.08.2025","311,79","311,11","314,00","310,50","11,30M","0,12%"
"25.08.2025","311,42","312,11","312,50","308,75","16,60M","-0,13%"
"24.08.2025","311,84","312,11","312,44","311,50","1,30M","-0,15%"
"23.08.2025","312,30","312,11","312,47","311,68","567,84K","0,08%"
"22.08.2025","312,05","310,11","312,49","309,75","15,50M","0,67%"
"21.08.2025","309,98","314,17","315,10","309,28","30,82M","-1,33%"
"20.08.2025","314,17","316,53","317,51","313,02","18,65M","-0,74%"
"19.08.2025","316,50","318,98","319,73","316,29","21,88M","-0,59%"
"18.08.2025","318,38","316,86","319,89","310,03","47,24M","1,08%"
"17.08.2025","314,97","316,86","315,67","314,80","12,20M","-0,06%"
"16.08.2025","315,17","316,86","316,86","311,84","10,30M","-1,32%"
"15.08.2025","319,40","318,90","320,50","318,45","26,07M","0,21%"
"14.08.2025","318,73","317,60","319,20","314,81","26,46M","0,38%"
"13.08.2025","317,51","318,00","319,70","317,05","21,13M","-0,15%"
"12.08.2025","318,00","318,17","318,99","316,60","18,77M","0,06%"
"11.08.2025","317,82","321,72","322,90","317,05","42,44M","-0,05%"
"08.08.2025","317,97","314,68","317,98","312,60","34,96M","1,45%"
"07.08.2025","313,43","310,22","316,50","308,76","72,09M","1,03%"
"06.08.2025","310,22","307,40","312,96","303,33","59,95M","0,92%"
"05.08.2025","307,38","307,97","308,67","305,25","21,50M","-0,19%"
"04.08.2025","307,95","305,30","308,12","304,50","28,42M","1,23%"
"01.08.2025","304,22","305,41","307,50","302,89","18,47M","-0,24%"
"31.07.2025","304,95","303,90","305,79","302,81","19,88M","0,54%"
"30.07.2025","303,30","305,58","306,20","303,20","14,50M","-0,64%"
"29.07.2025","305,26","304,77","308,26","303,05","30,70M","0,42%"
"28.07.2025","303,97","309,35","309,95","303,54","41,73M","-1,57%"
"27.07.2025","308,83","309,35","309,15","308,19","3,11M","-0,03%"
"26.07.2025","308,91","309,35","309,92","308,89","1,34M","-0,01%"
"25.07.2025","308,93","310,86","311,76","306,00","50,87M","-0,61%"
"24.07.2025","310,83","313,09","313,99","309,75","27,84M","-0,72%"
"23.07.2025","313,08","311,00","314,49","310,78","37,40M","0,78%"
"22.07.2025","310,67","310,65","311,72","308,55","26,94M","0,09%"
"21.07.2025","310,40","309,69","314,56","309,31","58,78M","-0,70%"
"20.07.2025","312,58","309,69","313,76","312,10","13,95M","0,05%"
"19.07.2025","312,42","309,69","313,60","309,69","9,03M","1,11%"
"18.07.2025","309,00","300,45","309,40","300,25","115,98M","-5,52%"
"17.07.2025","327,05","321,26","329,23","321,19","91,18M","1,70%"
"16.07.2025","321,58","320,00","322,00","319,54","36,86M","0,50%"
"15.07.2025","319,99","318,16","320,43","316,60","40,47M","0,64%"
"14.07.2025","317,97","310,00","318,85","304,38","60,98M","2,76%"
"13.07.2025","309,44","310,00","310,75","308,80","1,94M","-0,25%"
"12.07.2025","310,20","310,00","310,98","310,00","873,72K","0,10%"
"11.07.2025","309,88","314,50","317,88","308,85","39,28M","-1,32%"
"10.07.2025","314,01","310,77","315,07","310,50","23,71M","1,26%"
"09.07.2025","310,09","310,01","312,30","307,60","29,87M","0,12%"
"08.07.2025","309,71","313,34","315,31","309,60","25,53M","-1,21%"
"07.07.2025","313,50","319,50","320,60","312,82","31,00M","-1,84%"
"06.07.2025","319,37","319,50","319,70","319,29","1,09M","-0,06%"
"05.07.2025","319,55","319,50","320,58","319,50","671,87K","0,03%"
"04.07.2025","319,44","318,85","321,41","317,50","17,81M","0,08%"
"03.07.2025","319,17","319,53","321,50","318,74","20,29M","-0,08%"
"02.07.2025","319,43","318,96","319,85","317,41","20,70M","0,32%"
"01.07.2025","318,42","316,69","319,60","316,30","21,89M","0,72%"
"30.06.2025","316,15","315,20","317,70","314,60","30,13M","0,06%"
"29.06.2025","315,95","315,20","317,40","315,31","3,53M","0,20%"
"28.06.2025","315,31","315,20","315,63","315,11","890,79K","0,04%"
"27.06.2025","315,18","313,03","315,50","313,00","19,04M","0,75%"
"26.06.2025","312,84","313,80","314,50","312,74","12,98M","-0,30%"
"25.06.2025","313,78","311,65","314,29","311,57","20,23M","0,77%"
"24.06.2025","311,37","310,30","312,02","309,00","18,99M","0,39%"
"23.06.2025","310,17","310,90","311,44","308,04","15,95M","0,15%"
"20.06.2025","309,70","312,46","313,59","309,30","22,05M","-0,88%"
"19.06.2025","312,46","313,41","316,45","312,14","30,31M","-0,29%"
"18.06.2025","313,38","313,56","314,82","311,63","17,61M","-0,06%"
"17.06.2025","313,56","311,61","314,93","310,50","23,30M","0,66%"
"16.06.2025","311,50","310,21","314,37","309,55","24,72M","0,45%"
"15.06.2025","310,09","310,21","311,30","309,74","3,40M","-0,06%"
"14.06.2025","310,29","310,21","311,17","309,63","1,45M","0,03%"
"13.06.2025","310,20","313,28","313,39","309,53","13,42M","-0,58%"
"11.06.2025","312,00","309,53","313,60","308,03","26,28M","1,08%"
"10.06.2025","308,68","311,21","313,30","307,55","27,82M","-0,80%"
"09.06.2025","311,17","314,00","315,51","310,00","33,75M","-1,01%"
"08.06.2025","314,35","314,00","314,75","313,61","3,64M","-0,10%"
"07.06.2025","314,65","314,00","314,94","313,73","2,02M","0,49%"
"06.06.2025","313,13","318,35","325,43","312,52","102,02M","-1,52%"
"05.06.2025","317,96","313,55","318,59","313,53","28,36M","1,51%"
"04.06.2025","313,23","314,00","318,29","311,17","53,79M","-0,10%"
"03.06.2025","313,55","309,70","314,88","309,39","34,94M","1,27%"
"02.06.2025","309,63","309,31","311,99","300,51","54,58M","2,14%"
"01.06.2025","303,14","309,31","308,74","300,77","13,36M","-1,81%"
"31.05.2025","308,74","309,31","309,84","308,31","1,46M","-0,18%"
"30.05.2025","309,30","306,27","310,29","305,01","21,92M","0,86%"
"29.05.2025","306,65","308,61","309,95","305,66","24,05M","-0,59%"
"28.05.2025","308,47","299,00","308,82","299,00","48,00M","3,27%"
"27.05.2025","298,70","297,73","299,90","293,08","25,76M","0,31%"
"26.05.2025","297,77","302,22","302,49","295,50","34,63M","-1,47%"
"23.05.2025","302,22","302,66","305,00","301,33","17,18M","-0,15%"
"22.05.2025","302,66","304,50","305,60","299,17","35,01M","-0,43%"
"21.05.2025","303,98","306,17","307,56","302,89","20,46M","-0,71%"
"20.05.2025","306,16","308,88","309,55","304,70","19,81M","-0,70%"
"19.05.2025","308,33","306,34","313,00","306,01","54,70M","-0,91%"
"18.05.2025","311,15","306,34","311,32","308,89","10,20M","0,73%"
"17.05.2025","308,89","306,34","309,48","306,02","4,80M","0,83%"
"16.05.2025","306,34","304,70","308,88","296,56","63,96M","0,53%"
"15.05.2025","304,72","304,20","307,77","300,49","47,49M","0,17%"
"14.05.2025","304,21","311,50","313,71","304,04","27,15M","-2,26%"
"13.05.2025","311,24","310,80","312,50","309,61","24,76M","0,14%"
"12.05.2025","310,81","303,53","311,49","301,70","44,96M","2,87%"
"08.05.2025","302,15","302,90","306,00","300,61","20,81M","-0,21%"
"07.05.2025","302,79","302,50","304,24","300,56","29,67M","0,25%"
"06.05.2025","302,02","294,65","304,75","292,05","49,33M","2,50%"
"05.05.2025","294,64","299,90","302,78","291,66","51,32M","-1,77%"
"02.05.2025","299,96","307,80","307,80","299,70","19,75M","-2,55%"
"30.04.2025","307,80","309,28","309,95","303,12","41,27M","-0,52%"
"29.04.2025","309,41","314,99","315,45","308,10","30,25M","-1,53%"
"28.04.2025","314,23","318,42","320,26","313,52","64,06M","-0,78%"
"25.04.2025","316,69","310,85","317,87","310,71","51,76M","2,11%"
"24.04.2025","310,16","310,77","312,80","309,09","24,12M","0,05%"
"23.04.2025","310,00","313,00","314,98","305,55","58,85M","-0,72%"
"22.04.2025","312,25","308,50","315,00","306,55","64,48M","1,34%"
"21.04.2025","308,12","302,67","308,70","301,76","51,26M","2,70%"
"18.04.2025","300,01","302,70","303,85","296,25","46,15M","-1,57%"
"17.04.2025","304,80","300,89","305,07","300,41","37,58M","1,33%"
"16.04.2025","300,80","298,00","303,30","296,06","30,10M","0,94%"
"15.04.2025","297,99","296,51","300,45","295,60","24,26M","0,50%"
"14.04.2025","296,50","300,18","302,40","295,13","43,46M","-1,10%"
"11.04.2025","299,81","293,00","300,48","292,80","50,42M","2,51%"
"10.04.2025","292,46","294,09","296,75","288,27","62,86M","-0,32%"
"09.04.2025","293,40","280,91","294,48","276,33","109,38M","4,03%"
"08.04.2025","282,03","290,00","294,66","281,50","65,53M","-1,92%"
"07.04.2025","287,56","285,25","294,00","275,76","148,10M","0,77%"
"04.04.2025","285,35","303,55","304,37","284,40","88,72M","-5,54%"
"03.04.2025","302,09","306,21","309,20","296,00","52,41M","-1,31%"
"02.04.2025","306,11","303,23","306,50","301,21","40,21M","0,95%"
"01.04.2025","303,24","310,50","312,90","302,70","46,09M","-2,09%"
"31.03.2025","309,72","307,80","310,88","298,80","63,46M","0,55%"
"28.03.2025","308,04","311,96","313,65","305,65","51,88M","-1,26%"
"27.03.2025","311,96","315,51","317,16","311,95","36,15M","-1,04%"
"26.03.2025","315,23","319,90","320,88","315,01","20,58M","-1,43%"
"25.03.2025","319,80","320,00","322,20","314,65","48,33M","0,10%"
"24.03.2025","319,47","323,26","323,94","318,51","33,04M","-1,17%"
"21.03.2025","323,26","323,80","326,08","322,15","28,71M","-0,24%"
"20.03.2025","324,05","325,41","326,00","321,80","42,36M","-0,38%"
"19.03.2025","325,30","324,50","326,88","322,30","39,80M","0,38%"
"18.03.2025","324,06","326,20","329,77","323,82","72,95M","-0,60%"
"17.03.2025","326,02","320,69","326,97","319,82","65,84M","1,72%"
"14.03.2025","320,51","316,00","321,10","314,12","51,76M","1,31%"
"13.03.2025","316,37","318,39","320,50","312,50","78,55M","-0,63%"
"12.03.2025","318,39","319,99","320,90","315,80","41,96M","-0,41%"
"11.03.2025","319,69","317,70","321,98","315,57","64,94M","0,67%"
"10.03.2025","317,57","316,98","320,63","316,37","39,32M","0,21%"
"07.03.2025","316,92","315,19","321,87","310,69","110,87M","0,55%"
"06.03.2025","315,18","313,60","317,43","313,57","31,96M","0,52%"
"05.03.2025","313,56","316,40","318,30","313,00","57,79M","-0,90%"
"04.03.2025","316,40","306,95","318,50","306,14","88,13M","3,57%"
"03.03.2025","305,50","309,84","310,94","300,20","69,49M","-1,33%"
"28.02.2025","309,63","306,01","310,40","304,05","65,68M","0,82%"
"27.02.2025","307,10","310,22","312,45","305,43","60,94M","-1,01%"
"26.02.2025","310,22","316,97","317,45","308,31","73,83M","-2,13%"
"25.02.2025","316,97","316,03","318,59","315,62","38,83M","0,30%"
"24.02.2025","316,03","314,92","316,40","313,00","35,73M","0,41%"
"21.02.2025","314,74","315,48","316,69","312,00","32,73M","-0,10%"
"20.02.2025","315,05","315,91","317,96","314,02","33,16M","-0,27%"
"19.02.2025","315,91","313,53","317,25","311,01","50,48M","0,95%"
"18.02.2025","312,95","319,99","320,92","310,21","85,00M","-2,05%"
"17.02.2025","319,50","314,00","319,55","312,31","84,83M","3,11%"
"14.02.2025","309,87","315,59","317,84","303,06","126,69M","-0,07%"
"13.02.2025","310,10","315,61","318,72","307,20","116,93M","-1,24%"
"12.02.2025","314,00","294,30","314,40","291,30","185,82M","6,78%"
"11.02.2025","294,06","290,35","294,10","289,30","56,01M","1,42%"
"10.02.2025","289,94","287,61","294,55","287,61","73,05M","1,45%"
"07.02.2025","285,81","287,66","288,90","285,08","27,63M","-0,47%"
"06.02.2025","287,15","283,89","288,92","282,09","69,36M","1,51%"
"05.02.2025","282,88","277,30","283,89","275,34","43,07M","1,98%"
"04.02.2025","277,40","279,55","281,41","275,70","23,99M","-0,77%"
"03.02.2025","279,55","280,21","280,35","278,00","30,37M","-0,42%"
"31.01.2025","280,73","281,97","284,11","280,27","40,33M","-0,44%"
"30.01.2025","281,97","280,44","282,50","280,36","28,02M","0,57%"
"29.01.2025","280,36","278,00","282,18","277,12","39,16M","0,72%"
"28.01.2025","278,35","275,25","279,26","274,01","39,03M","1,13%"
"27.01.2025","275,23","280,72","280,97","275,01","39,04M","-1,96%"
"24.01.2025","280,74","281,00","282,75","279,25","32,16M","0,09%"
"23.01.2025","280,49","280,79","280,79","277,35","38,57M","0,05%"
"22.01.2025","280,36","282,00","284,00","280,20","47,11M","-0,53%"
"21.01.2025","281,85","279,39","281,85","276,32","40,48M","1,32%"
"20.01.2025","278,19","285,10","286,23","277,61","67,95M","-1,88%"
"17.01.2025","283,53","282,20","284,64","280,19","51,88M","0,61%"
"16.01.2025","281,80","283,70","284,00","281,18","49,45M","-0,34%"
"15.01.2025","282,77","280,00","282,82","276,06","52,86M","1,04%"
"14.01.2025","279,85","279,84","282,36","277,41","46,04M","0,02%"
"13.01.2025","279,80","280,62","284,75","278,60","66,60M","0,37%"
"10.01.2025","278,77","272,31","279,53","270,27","71,15M","2,56%"
"09.01.2025","271,80","276,71","278,77","270,73","52,95M","-1,88%"
"08.01.2025","277,00","273,07","277,87","273,07","26,63M","0,96%"
"06.01.2025","274,37","270,88","274,41","270,07","28,45M","0,78%"
"03.01.2025","272,25","280,00","280,41","271,80","43,09M","-2,57%"
"30.12.2024","279,43","274,00","279,49","273,70","52,63M","2,42%"
"28.12.2024","272,83","271,35","273,99","270,40","39,59M","0,60%"
"27.12.2024","271,20","269,61","272,16","268,57","52,14M","0,61%"
"26.12.2024","269,56","272,00","274,25","269,10","75,74M","-0,78%"
"25.12.2024","271,69","263,62","273,00","260,31","125,54M","2,78%"
"24.12.2024","264,34","264,94","266,79","261,02","83,81M","-0,21%"
"23.12.2024","264,90","260,00","270,00","256,51","163,17M","2,83%"
"20.12.2024","257,60","229,10","258,98","228,03","235,19M","12,49%"
"19.12.2024","229,00","230,16","234,99","227,71","124,06M","-0,50%"
"18.12.2024","230,15","226,72","230,80","224,33","58,06M","1,61%"
"17.12.2024","226,50","225,60","227,49","223,72","45,89M","0,43%"
"16.12.2024","225,53","228,62","229,05","224,38","54,59M","-1,39%"
"13.12.2024","228,70","228,90","231,33","227,85","46,12M","-0,14%"
"12.12.2024","229,02","234,00","235,95","228,52","59,17M","-2,21%"
"11.12.2024","234,19","230,50","234,39","229,22","64,91M","1,46%"
"10.12.2024","230,82","238,00","238,01","230,65","58,74M","-2,73%"
"09.12.2024","237,29","239,29","240,51","236,75","52,49M","-0,23%"
"06.12.2024","237,84","233,63","238,25","231,52","81,10M","1,87%"
"05.12.2024","233,48","224,57","233,75","222,82","86,99M","3,98%"
"04.12.2024","224,55","231,00","233,79","224,30","72,42M","-2,71%"
"03.12.2024","230,80","235,29","235,97","230,26","45,32M","-1,86%"
"02.12.2024","235,17","237,02","238,70","234,32","45,14M","-0,56%"
"29.11.2024","236,49","228,48","236,99","227,55","70,30M","3,47%"
"28.11.2024","228,56","227,00","229,50","222,48","67,84M","1,00%"
"27.11.2024","226,30","223,90","226,47","219,20","112,46M","1,41%"
"26.11.2024","223,16","227,80","231,90","221,20","96,80M","-2,04%"
"25.11.2024","227,81","236,00","237,10","227,25","76,47M","-3,47%"
"22.11.2024","236,00","240,50","241,00","234,78","45,62M","-1,86%"
"21.11.2024","240,47","237,15","240,94","234,00","75,14M","1,44%"
"20.11.2024","237,05","241,82","243,59","234,74","70,35M","-1,47%"
"19.11.2024","240,59","249,03","249,83","239,62","75,47M","-3,27%"
"18.11.2024","248,72","249,00","251,94","247,30","51,56M","-1,86%"
"15.11.2024","253,43","249,31","254,43","248,05","44,20M","1,57%"
"14.11.2024","249,52","254,26","255,92","248,60","49,01M","-2,03%"
"13.11.2024","254,70","255,29","258,96","254,05","44,54M","-0,42%"
"12.11.2024","255,77","259,99","260,70","255,27","40,93M","-1,90%"
"11.11.2024","260,73","257,99","261,30","256,49","67,85M","1,86%"
"08.11.2024","255,98","251,50","255,99","250,50","58,09M","2,01%"
"07.11.2024","250,93","243,26","251,00","242,16","44,43M","3,01%"
"06.11.2024","243,60","247,00","248,56","242,05","78,97M","1,83%"
"05.11.2024","239,23","239,60","241,20","238,07","28,17M","0,11%"
"02.11.2024","238,97","237,90","240,00","237,71","14,90M","0,39%"
"01.11.2024","238,03","237,90","239,10","234,57","48,37M","0,05%"
"31.10.2024","237,90","241,40","242,80","236,23","57,27M","-1,47%"
"30.10.2024","241,45","242,70","246,22","241,11","39,83M","-0,50%"
"29.10.2024","242,66","243,20","244,60","239,88","47,13M","0,04%"
"28.10.2024","242,56","245,02","249,00","241,61","71,94M","-1,54%"
"25.10.2024","246,35","252,72","255,35","245,70","80,59M","-2,49%"
"24.10.2024","252,64","252,01","254,27","250,25","28,76M","0,25%"
